ID,TITLE,CONTENTS,DATE,TARGET,LINK,REGION,ASK,CONTACT,ORIGIN,CATEGORY
19,2017 부산해맞이축제,해맞이 행사,2017-01-01,모두,http://www.festival.busan.kr/KOR/Sun/main.asp,해운대구,(사)부산문화관광축제조직위원회,051-749-4061,공공데이터포털,문화
20,제30회 해운대북극곰수영축제,"전야제, 북극곰수영",2017-01-07~2017-01-08,모두,http://bear.busan.com/ko/,해운대구,부산일보사,051-749-4061,공공데이터포털,문화
21,제35회 해운대달맞이온천축제,해운대 월출과 온천을 소재로 민속축제를 계승 재현,2017-02-11,모두,http://tour.haeundae.go.kr/main/,해운대구,해운대지구발전협의회,051-749-4061,공공데이터포털,문화
22,2017년 제13회 해운대모래축제,"모래작품 전시 및 체험, 거리퍼레이드, 다양한 공연 등",2017-05-26~2017-05-29,모두,http://sandfestival.co.kr/,해운대구,(사)해운대문화관광협의회,051-749-4061,공공데이터포털,문화
23,제12회 부산국제어린이청소년영화제,청소년 영화 상영 등,2017-07-12~2017-07-18,모두,http://www.biky.or.kr/2016/teaser/,해운대구,(사)부산국제어린이영화제조직위원회,051-749-4061,공공데이터포털,문화
24,제22회 바다축제,"개막행사, 체험행사, 공연행사 등",2017-08-01~2017-08-06,모두,http://www.seafestival.co.kr/KOR/Sea/main.asp,해운대구,(사)부산문화관광축제조직위원회,051-749-4061,공공데이터포털,문화
25,제12회 부산국제매직페스티벌,"개막행사,사전행사,본행사 등",2017-08-03~2017-08-06,모두,http://www.bff.or.kr/KOR/Fireworks/main.asp,해운대구,부산국제매직페스티벌조직위원회,051-749-4061,공공데이터포털,문화
26,제22회 송정해변축제,"서퍼스나잇페스티벌, 축하공연,해변가요제 등",2017-08-05~2017-08-06,모두,http://tour.haeundae.go.kr/main/,해운대구,송정축제조직위원회,051-749-4061,공공데이터포털,문화
27,제22회 부산국제영화제,제21회 부산국제영화제,2017-10-12~2017-10-21,모두,http://www.biff.kr/structure/kor/default.asp,해운대구,BIFF조직위원회,051-749-4061,공공데이터포털,문화
28,제13회 부산세계불꽃축제,광안대교를 배경으로 부산만의 특화된 불꽃축제,2017-10-28,모두,http://www.festival.busan.kr/KOR/Sun/main.asp,해운대구,(사)부산문화관광축제조직위원회,051-749-4061,공공데이터포털,문화
29,사하예술제,"지역문화예술단체, 동호회 참여의 전시, 공연, 체험, 부대행사",2017-09-15~2017-09-22,모두,http://www.saha.go.kr/,사하구,부산광역시 사하구,051-220-4064,공공데이터포털,문화
30,감천문화마을 골목축제,"골목나라퍼레이드,청소년프린지어워드, 골목노래자랑, 마을연극 등",2018-04-27~2018-04-29,모두,http://www.gamcheon.or.kr,사하구,(사)감천문화마을 주민협의회,051-204-1444,공공데이터포털,문화
31,2018 연제고분판타지축제,"거리행렬, 전시행사, 문화공연, 체험행사 등",2018-04-07~2018-04-08,모두,www.yeonje.go.kr/main/default.jsp,연제구,연제구 축제추진위원회,051-665-4062,공공데이터포털,문화
32,낙동강 구포나루 축제,''''강나루와 밀밭''''이라는 소재로 다양한 프로그램 운영,2018-05-11~2018-05-13,모두,http://guponarufes.co.kr/kor/,북구,(사)부산북구문화관광축제조직위원회,051-309-4065,공공데이터포털,문화
33,낙동강 구포나루 축제,''''강나루와 밀밭''''이라는 소재로 다양한 프로그램 운영,2018-05-11~2018-05-13,모두,http://guponarufes.co.kr/kor/,북구,(사)부산북구문화관광축제조직위원회,051-309-4065,공공데이터포털,문화
34,기장갯마을축제,기장갯마을축제,2018-08-01~2018-08-03,모두,http://www.gijang.go.kr/tour/index.gijang,기장군,기장갯마을축제추진위원회,051-709-4062,공공데이터포털,문화
35,일광낭만가요제,일광낭만가요제,2018-08-04~2018-08-05,모두,http://www.gijang.go.kr/tour/index.gijang,기장군,일광낭만가요제추진위원회,051-709-4062,공공데이터포털,문화
36,임랑썸머뮤직페스티벌,임랑썸머뮤직페스티벌,2018-08-18,모두,http://www.gijang.go.kr/tour/index.gijang,기장군,임랑썸머뮤직페스티벌추진위원회,051-709-4062,공공데이터포털,문화
37,2018 강서낙동강변 30리 벚꽃축제,"문화행사, 전시체험행사, 노래자랑, 걷기대회 등",2018-03-30~2018-04-01,모두,http://festival.bsgangseo.go.kr,강서구,부산광역시 강서구 축제추진위원회,051-970-4062,공공데이터포털,문화
38,금정산성 역사문화축제 2018,"개막식, 공연·체험 프로그램, 부대행사 등",2018-06-22~2018-06-24,모두,http://festival.geumjeong.go.kr,금정구,부산광역시 금정구,051-519-4065,공공데이터포털,문화
39,현인가요제,"개막행사, 현인가요제 전야제, 현인가요제 본선",2018-08-03~2018-08-05,모두,http://culture.bsseogu.go.kr,서구,(사)한국연예예술인협회,02-2655-3157,공공데이터포털,문화
40,부산고등어축제,"개막행사, 맨손 고등어잡기, 고등어 캐릭터 전시판매관, 고등어 주제공연, 전국 고등어요리 경연, 바다사랑 문예창작대회, 먹거리 한마당 등",2018-10-19~2018-10-21,모두,http://www.busangde.co.kr,서구,"부산광역시 서구, 대형선망수협",051-240-4062,공공데이터포털,문화
