ID,TITLE,CONTENTS,DATE,TARGET,LINK,REGION,ASK,CONTACT,ORIGIN,CATEGORY
11,장티푸스 예방접종,장티푸스 예방접종,ALL,모두,https://www.bsdonggu.go.kr/health/index.donggu?menuCd=DOM_000000403003000000,동구,예방접종실,051-440-6509,보건소,의료
12,결핵진료,"유증상자 상담 및 확인 - 객담검사, 흉부 엑스선 검사 및 담당의사 상담",ALL,모두,http://www.yeongdo.go.kr/health/01608/01611.web,영도구,보건행정과,051-419-4925,보건소,의료
13,B형간염 예방접종,B형간염 예방접종,ALL,모두,http://www.yeongdo.go.kr/health/01608/01600.web,영도구,보건행정과,051-419-4939,보건소,의료
14,장티푸스 예방접종,장티푸스 예방접종,ALL,모두,http://www.yeongdo.go.kr/health/01608/01600.web,영도구,보건행정과,051-419-4939,보건소,의료
15,물리치료실 이용,"전기치료 : 저주파, 중주파 치료기 등 주파수를 이용하여 염증이나 통증을 완화 온열치료 : 핫팩이나 온열로써 국소부위의 통증완화 광선치료 : 적외선이나 극초단파같은 광선을 이용하여 치료 두타베드 : 전신 두드림으로 근육이완 및 근육맛사지효과 재활기구 : 실내계단, 좌식자전거, 종합운동기, 발란스볼, 평행봉, 상지에르고미터, 하지에르고미터 등 ",ALL,모두,http://www.yeongdo.go.kr/health/01608/01601.web,영도구,보건행정과,051-419-4936,보건소,의료
16,B형간염 예방접종,B형간염 예방접종,ALL,모두,http://health.busanjin.go.kr/index.busanjin?menuCd=DOM_000000603004002000,부산진구,보건행정과,051-605-6085,보건소,의료
17,장티푸스 예방접종,장티푸스 예방접종,ALL,모두,http://health.busanjin.go.kr/index.busanjin?menuCd=DOM_000000603004002000,부산진구,보건행정과,051-605-6085,보건소,의료
18,A형간염 예방접종,A형간염 예방접종,ALL,모두,http://health.busanjin.go.kr/index.busanjin?menuCd=DOM_000000603004002000,부산진구,보건행정과,051-605-6085,보건소,의료
19,한의과 진료,침․뜸․부항 등의 한의약 시술 및 한약제제 처방을 받으실 수 있습니다.,ALL,모두,http://health.busanjin.go.kr/index.busanjin?menuCd=DOM_000000603002003000,부산진구,건강증진과,051-605-6078,보건소,의료
20,물리치료실 이용,"전기치료 : 저주파, 중주파 치료기 등 주파수를 이용하여 염증이나 통증을 완화 온열치료 : 핫팩이나 온열로써 국소부위의 통증완화 광선치료 : 적외선이나 극초단파같은 광선을 이용하여 치료 두타베드 : 전신 두드림으로 근육이완 및 근육맛사지효과 재활기구 : 실내계단, 좌식자전거, 종합운동기, 발란스볼, 평행봉, 상지에르고미터, 하지에르고미터 등 ",ALL,모두,http://health.busanjin.go.kr/index.busanjin?menuCd=DOM_000000603002004000,부산진구,건강증진과,051-605-6105,보건소,의료
21,결핵진료,"유증상자 상담 및 확인 - 객담검사, 흉부 엑스선 검사 및 담당의사 상담",ALL,모두,http://health.busanjin.go.kr/index.busanjin?menuCd=DOM_000000603002005000,부산진구,보건행정과,051-605-6074,보건소,의료
22,희귀ㆍ난치성질환자 의료비 지원,"요양급여 중 본인부담금, 보장구구입비, 간병비, 호흡보조기 대여료, 기침유발기대여료, 특수식이 구입비",ALL,모두,http://www.dongnae.go.kr/health/index.dongnae?menuCd=DOM_000000803008002000&&cpath=%2Fhealth,동래구,보건행정과,051-550-6750,보건소,의료
23,정신건강사업,"자살예방 및 정신건강증진 : 정신건강상담 서비스 제공, 인식개선 교육 및 캠페인, 자살 고위험군을 조기발견하고 치료연계 중증정신질환관리 : 정신장애인을 발견 및 등록하여 주기적인 가정방문 및 전화, 내소 상담을 통해 사례관리를 실시하고 사회복귀를 유도하기 위해 재활프로그램 서비스와 연계 아동‧청소년 정신건강증진아동‧청소년의 정신건강문제를 예방‧ 및 조기발견하고, 상담, 집단프로그램, 치료비 지원 등 서비스 제공",ALL,모두,http://www.dongnae.go.kr/health/index.dongnae?menuCd=DOM_000000803011000000,동래구,건강증진과,051-550-6721,보건소,의료
24,영양상담실 운영,식습관분석 · 질환별 식이요법 상담 · 영양상담· 영양정보 서비스,ALL,모두,http://www.dongnae.go.kr/health/index.dongnae?menuCd=DOM_000000803012000000,동래구,보건행정과,051-550-6745,보건소,의료
25,운동상담실 운영,운동습관 설문 · 신체계측 및 체성분 및 체력측정· 맞춤운동처방 · 운동정보 서비스,ALL,모두,http://www.dongnae.go.kr/health/index.dongnae?menuCd=DOM_000000803012000000,동래구,보건행정과,051-550-6745,보건소,의료
26,걷기 동아리 운영,보건소 및 동아리별 걷기 코스,ALL,모두,http://www.dongnae.go.kr/health/index.dongnae?menuCd=DOM_000000803012000000,동래구,보건행정과,051-550-6745,보건소,의료
27,헬스플러스교실 운영,"비만관리, 헬스기구운동, 영양관리, 만성질환등 보건교육",ALL,모두,http://www.dongnae.go.kr/health/index.dongnae?menuCd=DOM_000000803012000000,동래구,보건행정과,051-550-6745,보건소,의료
28,치과진료,"지역주민의 구강질환을 조기발견, 치과치료. 예방진료 서비스를 제공함으로써 의료비 절감 및 구강건강증진에 기여하고자 함",ALL,모두,http://www.dongnae.go.kr/health/index.dongnae?menuCd=DOM_000000803014000000,동래구,보건행정과,051-550-6766,보건소,의료
29,금연클리닉 운영,금연상담·니코틴의존도 검사·Co측정·약물처방 및 행동요법 지도,ALL,청년 | 중년 |노인,http://www.dongnae.go.kr/health/index.dongnae?menuCd=DOM_000000803019000000,동래구,건강증진과,051-550-6742,보건소,의료
30,B형간염 예방접종,B형간염 예방접종,ALL,모두,http://www.dongnae.go.kr/health/index.dongnae?menuCd=DOM_000000802007000000,동래구,보건행정과,051-550-6785,보건소,의료
31,장티푸스 예방접종,장티푸스 예방접종,ALL,모두,http://www.dongnae.go.kr/health/index.dongnae?menuCd=DOM_000000802007000000,동래구,보건행정과,051-550-6785,보건소,의료
32,"건강생활실천(신체활동, 영양, 비만)",주민 건강증진교육 건강증진 관련 홍보 및 캠페인 건강환경조성사업 건강체험실 운영 운동 사업 영양 사업,ALL,모두,http://www.bsnamgu.go.kr/index.namgu?menuCd=DOM_000000904001004000,남구,건강증진과,051-607-6455,보건소,의료
33,금연클리닉 운영,"금연 동기 등 설문조사, 금연클리닉 등록 니코틴 의존도 검사, 호기 일산화탄소 검사 금연 보조제 및 행동요법제 제공 금연 상담 및 교육 6개월 금연성공 시 금연성공 기념품 제공 등 ",ALL,청년 | 중년 |노인,http://www.bsnamgu.go.kr/index.namgu?menuCd=DOM_000000904001005000,남구,건강증진과,051-607-6456,보건소,의료
34,결핵환자 치료,보건소 또는 병원에서 폐결핵으로 진단 받은 자에게 한달 단위로 먹는약 처방(주사치료 제외) 및 필요한 검사 실시,ALL,모두,http://www.bsnamgu.go.kr/index.namgu?menuCd=DOM_000000904003005000,남구,보건정책과,051-607-6451,보건소,의료
35,정신질환자 사회복귀시설운영,"정신질환으로 가정에서 생활하기 어려운 자에 대하여 저렴한 비용으로 주거를 제공하고, 정신장애인의 삶의 질과 사회적응력을 향상시키기 위한 재활훈련등의 서비스를 제공",ALL,모두,http://www.bsnamgu.go.kr/index.namgu?menuCd=DOM_000000904003009000,남구,건강증진과,051-607-6421,보건소,의료
36,B형간염 예방접종,B형간염 예방접종,ALL,모두,http://www.bsnamgu.go.kr/index.namgu?menuCd=DOM_000000902005000000,남구,보건정책과,051-607-6451,보건소,의료
37,장티푸스 예방접종,장티푸스 예방접종,ALL,모두,http://www.bsnamgu.go.kr/index.namgu?menuCd=DOM_000000902005000000,남구,보건정책과,051-607-6451,보건소,의료
38,금연클리닉 운영,"지역사회 흡연율 저하 및 건강증진을 위해 흡연자를 대상으로 교육과 상담을 통한 금연 실천 행동지침, 정서적 지지, 행동보조 물품 무료 제공 등의 서비스를 실시하고 있습니다.",ALL,청년 | 중년 |노인,http://health.bsbukgu.go.kr/index.bsbukgu?menuCd=DOM_000000902002005000#,북구,건강증진과,051-309-7042,보건소,의료
39,건강생활실천사업,건강생활실천(금연·절주·운동·영양·비만) 프로그램 운영을 통한 건강행태 인식개선 및 행동변화 유도 건강위해환경을 개선하여 지역사회 건강수준 향상,ALL,모두,http://health.bsbukgu.go.kr/index.bsbukgu?menuCd=DOM_000000902002001000#,북구,건강증진과,051-309-7046,보건소,의료
40,결핵관리사업,"유증상자 상담 및 확인 - 객담검사, 흉부 엑스선 검사 및 담당의사 상담",ALL,모두,http://health.bsbukgu.go.kr/index.bsbukgu?menuCd=DOM_000000902003006000#,북구,보건행정과,051-309-7039,보건소,의료
41,결핵진료,"유증상자 상담 및 확인 - 객담검사, 흉부 엑스선 검사 및 담당의사 상담",ALL,모두,http://health.haeundae.go.kr/html/03_sub/02.php,해운대,결핵실,051-749-7551,보건소,의료
42,물리치료 ,"전기치료 : 저주파, 중주파, 고주파 치료기를 이용하여 통증을 완화시키는 효과 열 치 료 : 통증 부위의 근육을 이완시키는 효과 초욕치료 : 관절염환자에게 적용하여 관절의 통증 및 부종을 완화시키는 효과 재활치료 : 질병별 재활운동 및 가정에서 운동방법지도 ",ALL,모두,http://health.haeundae.go.kr/html/03_sub/03.php,해운대,보건소,051-749-7512,보건소,의료
43,희귀질환자의료비지원사업,진단과 치료가 어려울 뿐 아니라 지속적인 치료를 받아야 하기 때문에 의료비의 경제적 부담이 과중하여 가계의 사회·경제적 수준 저하가 우려되는 희귀질환자에 대해 본인부담 의료비 지원을 통하여 대상자와 그 가족의 사회경제적·심리적 안녕을 도모하고 국민건강 및 복지수준을 제고 ,ALL,모두,http://health.haeundae.go.kr/html/04_sub/03_01.php,해운대,보건소,051-749-7522,보건소,의료
44,치과진료 사업,일반치과를 이용하기 어려운 저소득층을 대상으로 다양한 구강보건 서비스를 제공하여 의료비의 부담을 줄이고 구강건강증진 도모,ALL,모두,http://health.haeundae.go.kr/html/04_sub/08.php,해운대,보건소,051-749-6966,보건소,의료
45,정신보건사업,"정신질환에 대한 인식개선사업 정신질환 편견해소 및 인식개선을 위한 교육·홍보 홍보매체 다양화 및 민간차원의 홍보활동 가족, 지역주민 등 대상 인식개선 교육 및 정신질환자 자조집단 활성화 지역 내 캠페인 활동 전개(정신건강의 날 행사, 자살예방의 날 행사시) 홍보를 통한 정신질환 편견 완화 정신건강 심리검사와 상담 지역주민을 대상으로 정신건강 유형에 따른 심리검사 실시와 상담 서비스 제공 정신건강교육 및 예방사업 선택적 집단을 대상으로 하는 예방 및 교육사업 초, 중, 고등학교의 교육사업 군부대 심리검사와 교육사업 지역주민 대상의 교육사업 스트레스 관리 사업 가족지원사업 자살예방사업 - 자살에 대한 위기개입 및 상담 정신건강 상담전화 운영 전국 공통 정신건강 상담전화 1577-0199 운영 (24시간 상담가능) 정신건강증진센터 전화상담, 내소상담 : 월 - 금요일 오전 9시 - 6시 정신건강에 관한 문제들을 정신보건전문요원과 상담하실 수 있음.  ",ALL,모두,http://health.haeundae.go.kr/html/04_sub/07.php,해운대,보건소,051-749-7572,보건소,의료
46,금연클리닉,금연을 필요로 하는 흡연자에게 금연클리닉서비스(상담 및 약물요법)를 체계적으로 제공하여 금연 하고자 하는 의지가 있으면 누구나 접근 가능한 공공의료기관의 지원체계를 구축하여 금연 실천율 제고 및 흡연율 감소로 지역주민의 건강증진을 도모하기 위함입니다.,ALL,청년 | 중년 |노인,http://health.haeundae.go.kr/html/05_sub/01_01.php,해운대,금연클리닉,051-749-7530,보건소,의료
47,B형간염 예방접종,B형간염 예방접종,ALL,모두,http://www.saha.go.kr/health/contents.do?mId=0203000000,사하구,건강증진과,051-220-5738,보건소,의료
48,장티푸스 예방접종,장티푸스 예방접종,ALL,모두,http://www.saha.go.kr/health/contents.do?mId=0203000000,사하구,건강증진과,051-220-5738,보건소,의료
49,희귀난치성 질환자의료비,"사하구보건소에서는 의료비의 경제적 부담이 과중한 희귀·난치성 질환자에 대해 본인부담 의료비지원을 통하여 대상자와 그 가족의 사회경제적, 심리적 안녕을 도모",ALL,모두,http://www.saha.go.kr/health/contents.do?mId=0406000000,사하구,건강증진과,051-220-5776,보건소,의료
50,물리치료,"전기치료 : 저주파, 중주파, 고주파 치료기를 이용하여 통증을 완화시키는 효과 열 치 료 : 통증 부위의 근육을 이완시키는 효과 운동치료 : 질환별 운동방법지도 및 운동 보조기구 이용 재활치료실시 ",ALL,모두,http://www.geumjeong.go.kr/health/index.geumj?menuCd=DOM_000000502005000000,금정구,보건행정과,051-519-5066,보건소,의료
51,결핵진료,"2주 이상 기침, 객담이 나오거나 혈담, 객혈 등 호흡기계통에 이상증상이 있는 분 결핵환자와 동거중이거나 동거하였던 분 결핵 고위험군(당뇨병, 알코올중독, HIV감염자, 부랑자 등)에 속하는 분 병의원 및 병무청등에서 결핵 유소견자로 통보된 자 기타 결핵검사를 받아보고 싶으신 분 ",ALL,모두,http://www.geumjeong.go.kr/health/index.geumj?menuCd=DOM_000000502006000000,금정구,보건행정과,051-519-5095,보건소,의료
52,금연클리닉사업,흡연자를 대상으로 금연클리닉 서비스(상담 및 약물요법)을 제공함으로써 금연 실천율을 제고 하고 흡연율을 감소시키고자 함,ALL,청년 | 중년 |노인,http://www.geumjeong.go.kr/health/index.geumj?menuCd=DOM_000000503001002000,금정구,건강증진과,051-519-5081,보건소,의료
53,희귀질환자 지원사업,"만성신부전증, 혈우병, 고셔병, 크론병 등 133종 질환자 지원사업을 진행합니다.",ALL,모두,http://www.geumjeong.go.kr/health/index.geumj?menuCd=DOM_000000503002001000,금정구,보건행정과,051-519-5029,보건소,의료
54,정신건강사업,"금정구정신건강증진센터는 금정구청 별관 5층에 위치하며 지역사회 중심의 통합적인 정신질환자 관리체계를 구축함으로써 정신질환의 예방, 정신질환자의 조기발견ㆍ상담ㆍ치료ㆍ재활 및 사회복귀를 지원함.",ALL,모두,http://www.geumjeong.go.kr/health/index.geumj?menuCd=DOM_000000503009000000,금정구,건강증진과,051-519-5082,보건소,의료
55,청년무료건강검진사업,건강검진의 기회가 없는 저소득층 청년의 질병예방 및 건강관리로 청년건강증진에 기여하기 위함,ALL,모두,http://www.geumjeong.go.kr/health/index.geumj?menuCd=DOM_000000503014000000,금정구,보건행정과,051-519-5074,보건소,의료
56,B형간염 예방접종,B형간염 예방접종,ALL,모두,http://www.geumjeong.go.kr/health/index.geumj?menuCd=DOM_000000502002001000,금정구,보건행정과,051-519-5035,보건소,의료
57,장티푸스 예방접종,장티푸스 예방접종,ALL,모두,http://www.geumjeong.go.kr/health/index.geumj?menuCd=DOM_000000502002001000,금정구,보건행정과,051-519-5035,보건소,의료
58,A형간염 예방접종,A형간염 예방접종,ALL,모두,http://www.geumjeong.go.kr/health/index.geumj?menuCd=DOM_000000502002001000,금정구,보건행정과,051-519-5035,보건소,의료
59,금연클리닉,금연의지가 있으나 혼자서 금연하기 힘든 흡연자에게 금연지원센터가 전문적인 금연프로그램을 제공합니다.,ALL,청년 | 중년 |노인,http://www.bsgangseo.go.kr/health/contents.do?mId=0302000000,강서구,건강증진계,051-970-3485,보건소,의료
60,정신보건사업,"대상자 조기발견 및 등록관리 사례관리(가정방문, 전화 및 내소상담) 정신장애인을 위한 사회재활 프로그램 정신질환자 가족을 위한 교육 및 활동",ALL,모두,http://www.bsgangseo.go.kr/health/contents.do?mId=0307000000,강서구,가족보건계,051-970-3447,보건소,의료
61,희귀난치성 질환자 의료비 지원,희귀·난치성 질환을 앓고 있는 환자는 진단과 치료가 어려울 뿐 아니라 지속적인 치료를 받아야하기 때문에 의료비의 경제적 부담이 과중하여 가계의 사회·경제적 수준 저하가 우려되기에 의료비 지원을 통하여 대상자와 그 가족의 사회경제적·심리적 안녕을 도모하고 국민건강 및 복지수준을 향상코자 합니다.,ALL,모두,http://www.bsgangseo.go.kr/health/contents.do?mId=0310030000,강서구,예방의약계,051-970-3451,보건소,의료
62,B형간염 예방접종,B형간염 예방접종,ALL,모두,http://www.bsgangseo.go.kr/health/contents.do?mId=0312000000,강서구,감염병관리계,051-970-3452,보건소,의료
63,장티푸스 예방접종,장티푸스 예방접종,ALL,모두,http://www.bsgangseo.go.kr/health/contents.do?mId=0312000000,강서구,감염병관리계,051-970-3452,보건소,의료
64,B형간염 예방접종,B형간염 예방접종,ALL,모두,http://www.yeonje.go.kr/health/03/07.jsp,연제구,보건행정과,051-665-4821,보건소,의료
65,장티푸스 예방접종,장티푸스 예방접종,ALL,모두,http://www.yeonje.go.kr/health/03/07.jsp,연제구,보건행정과,051-665-4821,보건소,의료
66,금연클리닉 운영,금연의지가 있으나 혼자서 금연하기 힘든 흡연자에게 금연지원센터가 전문적인 금연프로그램을 제공합니다.,ALL,청년 | 중년 |노인,http://www.yeonje.go.kr/health/04/01.jsp,연제구,건강증진과,051-665-4421,보건소,의료
67,희귀난치성질환자 의료비지원,희귀·난치성 질환을 앓고 있는 환자는 진단과 치료가 어려울 뿐 아니라 지속적인 치료를 받아야하기 때문에 의료비의 경제적 부담이 과중하여 가계의 사회·경제적 수준 저하가 우려되기에 의료비 지원을 통하여 대상자와 그 가족의 사회경제적·심리적 안녕을 도모하고 국민건강 및 복지수준을 향상코자 합니다.,ALL,모두,http://www.yeonje.go.kr/health/02/09.jsp,연제구,건강증진과 ,051-665-5451,보건소,의료
68,B형간염 예방접종,B형간염 예방접종,ALL,모두,http://www.suyeong.go.kr/health/template.asp?midx=1156,수영구,보건행정과,051-610-5653,보건소,의료
69,장티푸스 예방접종,장티푸스 예방접종,ALL,모두,http://www.suyeong.go.kr/health/template.asp?midx=1156,수영구,보건행정과,051-610-5653,보건소,의료
70,금연클리닉,흡연자를 대상으로 금연클리닉 서비스(상담 및 약물요법)를 제공함으로써 금연 실천율을 제고하고 흡연율을 감소시키고자 함,ALL,청년 | 중년 |노인,http://www.suyeong.go.kr/health/template.asp?midx=1181,수영구,보건행정과,051-610-5664,보건소,의료
71,정신보건사업,"수영구보건소가 지원하고, 해운대백병원에서 위탁운영하고 있으며, 수영구 주민의 정신건강증진과 삶의 질 향상을 목표로 정신질환에 대한 사례관리 및 위기관리 서비스, 정신건강에 대한 홍보 및 교육, 고위험군 조기발견과 치료연계, 자살예방 사업을 수행하고 있습니다.",ALL,모두,http://www.suyeong.go.kr/health/template.asp?midx=1174,수영구,보건행정과,051-610-5644,보건소,의료
72,희귀난치성질환자 의료비지원사업,희귀·난치성 질환을 앓고 있는 환자는 진단과 치료가 어려울 뿐 아니라 지속적인 치료를 받아야하기 때문에 의료비의 경제적 부담이 과중하여 가계의 사회·경제적 수준 저하가 우려되기에 의료비 지원을 통하여 대상자와 그 가족의 사회경제적·심리적 안녕을 도모하고 국민건강 및 복지수준을 향상코자 합니다.,ALL,모두,http://www.suyeong.go.kr/health/template.asp?midx=1176,수영구,보건행정과,051-610-5642,보건소,의료
73,B형간염 예방접종,B형간염 예방접종,ALL,모두,http://www.sasang.go.kr/health/index.sasang?menuCd=DOM_000000403001001000,수영구,보건행정과,051-310-4885,보건소,의료
74,장티푸스 예방접종,장티푸스 예방접종,ALL,모두,http://www.sasang.go.kr/health/index.sasang?menuCd=DOM_000000403001001000,수영구,보건행정과,051-310-4885,보건소,의료
75,결핵진료,"2주 이상 기침, 객담이 나오거나 혈담, 객혈 등 호흡기계통에 이상증상이 있는 분 결핵환자와 동거중이거나 동거하였던 분 결핵 고위험군(당뇨병, 알코올중독, HIV감염자, 부랑자 등)에 속하는 분 병의원 및 병무청등에서 결핵 유소견자로 통보된 자 기타 결핵검사를 받아보고 싶으신 분 ",ALL,모두,http://www.sasang.go.kr/health/index.sasang?menuCd=DOM_000000403001001000,수영구,보건행정과,051-310-4885,보건소,의료
76,건강생활실천사업,"혈압·혈당·콜레스테롤 검사, 영양평가, 체력평가를 통한 개인별 맞춤형 상담 실시",ALL,모두,http://www.sasang.go.kr/health/index.sasang?menuCd=DOM_000000404001001000,사상구,건강증진과,051-310-4834,보건소,의료
77,운동실 운영,"상설운동교실 운영 체성분검사(Inbody) 및 맞춤 운동 상담 1530건강걷기, 걷기지도자 교육 등 걷기 프로그램 운영",ALL,모두,http://www.sasang.go.kr/health/index.sasang?menuCd=DOM_000000404001001000,사상구,건강증진과,051-310-4834,보건소,의료
78,금연클리닉,흡연자를 대상으로 금연클리닉 서비스(상담 및 약물요법)을 제공함으로써 금연 실천율을 제고 하고 흡연율을 감소시키고자 함,ALL,청년 | 중년 |노인,http://www.sasang.go.kr/index.sasang?menuCd=DOM_000000404001002000,사상구,건강증진과,051-310-3396,보건소,의료
79,물리치료,"물리치료요통, 관절염, 근육통, 디스크, 좌골신경통, 염좌, 오십견, 중풍후유증으로 인한 신경이나 근마비, 잘못된 자세로 인한 경부, 견관절, 손목, 무릎통증 및, 대부분의 만성퇴행성질환, 교통사고 후유증 등.",ALL,모두,http://www.sasang.go.kr/index.sasang?menuCd=DOM_000000404008001000,사상구,보건행정과,051-310-4883,보건소,의료
80,B형간염 예방접종,B형간염 예방접종,ALL,모두,http://www.sasang.go.kr/health/index.sasang?menuCd=DOM_000000403001001000,사상구,보건행정과,051-310-4885,보건소,의료
81,장티푸스 예방접종,장티푸스 예방접종,ALL,모두,http://www.sasang.go.kr/health/index.sasang?menuCd=DOM_000000403001001000,사상구,보건행정과,051-310-4885,보건소,의료
82,금연클리닉 운영,"6개월 9차 이상 금연상담서비스 및 호기일산화탄소 측정 니코틴보조제(니코틴패치, 니코틴껌, 니코틴캔디)",ALL,청년 | 중년 |노인,http://www.gijang.go.kr/health/index.gijang?menuCd=DOM_000000402005001000,기장군,건강증진과,051-709-2917,보건소,의료
83,B형간염 예방접종,B형간염 예방접종,ALL,모두,http://www.gijang.go.kr/health/index.sko?menuCd=DOM_000000402004001001&&cpath=%2Fhealth,기장군,보건행정과,051-709-4834 ,보건소,의료
84,장티푸스 예방접종,장티푸스 예방접종,ALL,모두,http://www.gijang.go.kr/health/index.sko?menuCd=DOM_000000402004001001&&cpath=%2Fhealth,기장군,보건행정과,051-709-4834 ,보건소,의료
