ID,TITLE,CONTENTS,DATE,TARGET,LINK,REGION,ASK,CONTACT,ORIGIN,CATEGORY
28,노인보호전문기관,"신체적, 정신적, 경제적으로 학대 받고 있는 노인을 보호하기 위하여 법률적인 지원과 전문적인 상담을 제공합니다.",ALL,청년 | 중장년 | 노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=29,전국,노인보호전문기관,1577-1389,복지로,보호안전
29,노후긴급자금 대부사업,갑작스럽게 생활자금이 필요한 국민연금 수급자에게 긴급자금을 대출하여 생활안정과 복지증진을 도모합니다.,ALL,중장년 | 노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=30,전국,국민연금공단,1355,복지로,금융
30,노후준비서비스,안정된 노후생활을 위하여 재무·건강·여가·대인관계 등 분야별 종합적 노후준비를 지원합니다.,ALL,노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=31,전국,국민연금공단,1355,복지로,의료
31,독거노인 사회관계 활성화 지원,외로움에 의한 고독사나 자살을 예방하기 위하여 은둔형 독거노인에게 친구관계를 만들어 줍니다.,ALL,노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=33,전국,독거노인종합지원센터,1661-2129,복지로,생활
32,독거노인종합지원센터 운영,독거노인 보호를 위해 노인돌봄 기본서비스 및 독거노인 사랑잇기사업 등의 원활한 추진을 도와줍니다.,ALL,노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=34,전국,독거노인종합지원센터,1661-2129,복지로,금융
33,발달장애인 부모상담지원사업,"발달장애를 가진 자녀를 양육하고 부양하는 부모의 심리적 부담을 덜어 주고,가족 관계가 더 좋아질 수 있도록 전문 심리상담을 지원합니다",ALL,청년 | 중장년 | 노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=35,전국,보건복지상담센터,129,복지로,의료
34,발달장애인 공공후견지원 사업,취약계층의 성인 발달장애인에 대한 공공후견심판절차 비용과후견인 활동비용을 지원합니다.,ALL,청년 | 중장년 | 노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=36,전국,보건복지상담센터,129,복지로,금융
35,보육교직원 인건비 지원,"국공립이나 법인 등 취약보육을 담당하는 어린이집의 보육교직원에게 인건비를 지원하여 보다 안정적이고, 질 좋은 보육서비스를 제공합니다.",ALL,청년 | 중장년 | 노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=37,전국,보건복지상담센터,129,복지로,금융
36,사회복지종사자상해보험 가입지원,사회복지종사자의 처우 개선과 양질의 복지서비스 기반을 조성하기 위해 사회복지종사자의 상해보험 가입을 지원합니다.,ALL,청년 | 중장년 | 노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=38,전국,한국사회복지공제회,02-3775-8899,복지로,의료
37,시각장애인 음악재활센터 지원,"시각장애인에게 체계적인 음악재활 프로그램을 제공해 전문 음악인을 양성하고, 음악을 통하여 자립할 수 있도록 시각장애인 음악재활센터에 사업비를 지원합니다.",ALL,장애인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=39,전국,실로암시각장애인복지관,02-880-0500,복지로,의료
38,실종아동 보호 및 지원,아동이나 지적 장애인(자폐/정신장애 포함)의 실종을 예방하기 위한 교육과 홍보를 실시하고 가족이 해체되는 것을 예방하기 위하여 장기실종 가족을 지원합니다,ALL,아동청소년 | 장애인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=40,전국,실종아동전문기관,02-777-0182,복지로,보호안전
39,어린이집 지원(교사근무환경개선비·교사겸직원장지원비),어린이집 보육교사와 교사를 겸직하는 원장의 근로여건을 개선할 수 있도록 근무환경 개선비를 지원합니다.,ALL,청년 | 중장년 | 노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=41,전국,보건복지상담센터,129,복지로,금융
40,외국인근로자 등 의료지원,의료 혜택을 받지 못하는 외국인 소외계층에게 의료비를 지원해서 최소한의 건강한 삶을 살 수 있도록 돕습니다.,ALL,청년 | 중장년 | 노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=42,전국,empty,empty,복지로,의료
41,육아종합지원서비스 제공,영유아와 부모를 위한 종합적인 육아종합서비스를 제공하기 위하여 육아종합지원센터를 개설하고 운영비를 지원합니다.,ALL,청년 | 중장년 | 노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=43,전국,보건복지상담센터,129,복지로,금융
42,의료급여수급권자 일반건강검진비 지원,"국민의 건강을 위협하는 고혈압, 당뇨 등 심뇌혈관질환을 조기에 발견하여 치료할 수 있도록 건강검진 서비스를 제공하고, 만 66세이상 의료급여수급권자를 대상으로 맞춤형 건강진단 서비스를 제공합니다.",ALL,중장년 | 노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=44,전국,국민건강보험공단 고객센터,1577-1000,복지로,의료
43,입양가정위탁아동 심리치료 지원,입양가정에 위탁해서 자라고 있는 아동이 심리적으로 건강하게 성장할 수 있도록 지원합니다.,ALL,아동청소년,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=45,전국,가정위탁지원센터,1577-1406,복지로,의료
44,입양숙려기간 모자지원사업,미혼 또는 이혼 한부모가 출산 전후 정서적으로 불안정한 상태로 입양에 동의하는 것을 방지하고 입양과 양육에 대하여 충분히 고려할 기회를 제공합니다.,ALL,청년 | 중장년 | 노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=46,전국,보건복지상담센터,129,복지로,보호안전
45,장애인보조견 전문훈련기관 지원,"장애인의 안전하고 원활한 생활을 돕기 위해 보조견을 보급하고,훈련하는 일을 지원합니다.",ALL,장애인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=47,전국,한국장애인도우미견협회,031-691-7782,복지로,보호안전
46,장애인운전교육장 임차 및 순회교육,중증장애인의 운전면허 취득에 필요한 실기(기능 및 도로주행) 교육과 면허증을 소지한 중도장애인의 운전 적응을 위한 순회교육을 실시하여 장애인의 이동권을 증진하고 사회참여를 확대합니다.,ALL,장애인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=48,전국,국립재활원,02-901-1700,복지로,교육
47,재가암 관리,집에서 투병중인 암환자의 보건의료에 필요한 물품이나 가정방문 서비스를 제공합니다,ALL,청년 | 중장년 | 노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=49,전국,empty,empty,복지로,의료
48,저소득층 기저귀·조제분유 지원,저소득층 가구의 영아를 양육하는 부모에게 기저귀와 조제분유를 지원합니다.,ALL,유아,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=50,전국,보건복지상담센터,129,복지로,생활
49,전립선 등 노인성질환 예방관리,"전립선 질환을 조기에 진단하고, 예방과 관리를 위한 교육 및 홍보를 지원합니다. ※ 2018.2월말 2018년 사업 수행자 공모 진행 중으로 4~5월 중 사업 시작 예정",ALL,중장년 | 노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=51,전국,empty,empty,복지로,의료
50,중도시각장애인 재활훈련지원,후천적 시각장애인을 위하여 맞춤형 재활 및 교육 프로그램을 실시하고 사회에 잘 적응하여 삶의 질을 향상시킬 수 있도록 지원합니다.,ALL,장애인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=52,전국,한국시각장애인연합회,02-799-1000,복지로,의료
51,중앙가정위탁지원센터 운영지원,가정위탁지원센터의 업무를 총괄 지원하여 가정위탁보호사업의 전문성 및 활성화를 도모할 수 있도록 지원합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=53,전국,보건복지부 아동복지정책과,044-202-3425,복지로,금융
52,중증장애인자립생활지원센터,"장애인의 권익을 옹호하고, 동료상담 및 개인별 자립 지원 등의 서비스를 제공하여자립에 필요한 역량을 강화하고, 지역사회의 다양한 활동에 참여하도록 지원합니다.",ALL,장애인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=54,전국,보건복지상담센터,129,복지로,보호안전
53,지역사회서비스 투자사업,지역의 특성과 수요에 부합하는 사회서비스를 제공하여 지역복지를 활성화하고 양질의 일자리를 창출할 수 있도록 지원합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=55,전국,보건복지부 사회서비스사업과,044-202-3226,복지로,금융
54,지역자활센터 운영,"근로 능력이 있는 저소득층에게 체계적, 집중적인 자활 서비스를 제공하여 자활 의욕을 고취하고 자립 능력을 높입니다.",ALL,청년 | 중장년 | 노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=56,전국,보건복지상담센터,129,복지로,고용
55,척수장애인 재활훈련지원,"척수장애인에게 사회·심리 재활, 동료 상담가 파견, 지역사회 복귀훈련 등의다양한 재활프로그램을 지원합니다.",ALL,장애인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=57,전국,한국척수장애인협회,1599-1991,복지로,의료
56,청소년산모 임신·출산 의료비 지원,청소년 산모에게 임신 및 출산에 필요한 의료비를 지원하여 청소년 산모와 태아의 건강증진을 돕습니다.,ALL,아동청소년,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=58,전국,사회서비스 전자바우처,1566-3232(단축번호4),복지로,의료
57,취학전 아동 실명예방,"취학 전 아동의 시력검진과 눈 건강관리 교육을 실시하여 저시력 및 안질환을 조기에 발견하고, 적절한 치료와 관리를 통해 아동시각장애를 사전에 예방할 수 있도록 지원합니다.",ALL,아동청소년,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=59,전국,한국실명예방재단,02-718-1102,복지로,의료
58,지역 청소년활동정책 진흥사업(구 17개시도 지방청소년 활동진흥센터 운영지원),지방에 중앙의 청소년 정책을 전달하여 17개 시/도 지역 청소년들이 균형 있게 성장하도록 지역 청소년활동정책을 지원합니다.,ALL,"아동청소년,청년 | 중장년 | 노인",http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=60,전국,강원청소년활동진흥센터,033-731-3704,복지로,교육
59,취약위기가족돌봄지원(가족역량강화지원)사업,"취약·위기 가족이 가족 기능을 회복하고 정서적, 경제적 자립을 할 수 있도록 돕기 위한 서비스를 제공합니다.",ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=61,전국,건강가정지원센터,1577-9337,복지로,의료
60,가출청소년 보호지원 쉼터 운영 지원,가출 청소년을 보호하고 상담이나 교육문화활동 지원을 통해 비행이나 탈선을 예방하여 가정복귀와 사회적응을 돕습니다.,ALL,아동청소년,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=62,전국,한국청소년상담복지개발원,1388 (또는 지역번호 1388),복지로,보호안전
61,건강가정지원센터 운영,지역주민의 특성을 고려한 맞춤형 가족지원서비스를 제공하여 가족의 안정성 강화 및 가족관계 증진을 돕습니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=63,전국,건강가정지원센터,1577-9337,복지로,교육
62,공동육아나눔터 운영,이웃 간의 자녀돌봄 품앗이를 구성하여 핵가족화로 인한 육아부담을 경감시키고 지역중심의 자녀양육환경을 조성합니다.,ALL,"영유아,아동청소년",http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=65,전국,공동육아나눔터,1577-9337,복지로,교육
63,미혼모·부 초기지원(권역별 미혼모·부자 거점기관 운영),"미혼모·부가 아기를 스스로 양육하고자 할 경우, 양육초기 위기에 대처할 수 있는 다양한 서비스를 제공하여 아동의 양육은 물론 미혼모·부가 자립할 수 있도록 지원합니다.",ALL,"청년,중장년",http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=66,전국,여성가족부 대표전화,02-2100-6000,복지로,의료
64,법원연계 이혼위기가족 회복지원,"가정(지방)법원 등과 연계하여 이혼준비가족 또는 이혼 후 가족을 위한상담, 교육, 문화서비스 등을 제공하여 가족관계 회복을 도와드립니다.",ALL,청년 | 중장년 | 노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=67,전국,대전 건강가정·다문화가족지원센터,042-252-9989,복지로,교육
65,이주배경 청소년 지원,다문화가족의 청소년과 국내로 이주해 온 청소년들이 우리 사회에 잘 적응할 수 있도록 상담과 진로지원 프로그램 등을 실시합니다.,ALL,아동청소년,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=68,전국,레인보우스쿨,02-722-2585,복지로,교육
66,성매매 피해청소년 치료·재활,성매매 피해청소년에게 치료·재활교육 프로그램을 실시 및 상담·사례관리를 통해 성매매에 재유입 되는 것을 예방하여 건강한 사회의 일원으로 복귀할 수 있도록 지원합니다.,ALL,아동청소년,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=69,전국,중앙센터 - 한국여성인권진흥원,"02-735-1509, 010-2369-1318",복지로,의료
67,성폭력피해자 지원사업,심리·정서·신체적으로 위기상태에 있는 성폭력 피해자에게 상담·의료·법률·보호·숙식제공 등의 서비스를 제공하여 회복과 자립을 돕습니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=70,전국,여성긴급전화,1366,복지로,의료
68,성폭력 피해아동청소년전용쉼터 운영지원,심리·정서·신체적으로 위기상태에 있는 성폭력 피해 아동이나 청소년에게 상담·의료·법률·보호·숙식제공 등 다양한 서비스를 제공하여 자립을 돕습니다.,ALL,아동청소년,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=71,전국,여성긴급전화,1366,복지로,의료
69,아동여성안전지역연대 운영지원,"지역사회의 아동과 여성의 안전망을 확보하고, 지역을 연대 운영할 예산을 지원합니다.",ALL,"아동청소년,청년 | 중장년 | 노인",http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=72,전국,여성가족부 대표전화,02-2100-6000,복지로,보호안전
70,양육비 이행 원스톱 종합서비스,양육비를 받지 못해 어려움을 겪고 있는 한부모 가족이 원활하게 양육비를 지급받을 수 있도록 지원합니다.,ALL,청년 | 중장년 | 노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=73,전국,양육비이행관리원,1644-6621,복지로,금융
71,지역사회청소년통합지원체계(CYS-Net),"청소년의 올바른 성장을 위해 청소년을 상담하고, 학업을 중단한 청소년의 학업 복귀와 자립 등을 통합적으로 지원합니다.",ALL,아동청소년,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=74,전국,헬프콜 청소년전화,1388,복지로,교육
72,청소년 국제교류,청소년의 국제 교류를 통해 국가간 우의를 증진하고 국가간 협력기반을 조성하여 글로벌 리더의 역량을 개발하도록 지원합니다.,ALL,아동청소년,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=75,전국,한국청소년활동진흥원,02-330-2800,복지로,교육
73,청소년동반자프로그램 운영,"위기 청소년을 대상으로 전문가가 찾아가서 심층상담을 하고,청소년 동반자 프로그램을 통해 심리적·정서적 지지를 얻을 수 있도록 지원합니다.",ALL,아동청소년,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=76,전국,헬프콜 청소년전화,1388,복지로,의료
74,청소년사이버상담센터 운영,어려움을 겪고 있는 청소년에게 사이버상담센터에서 인터넷으로 상담합니다.,ALL,아동청소년,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=77,전국,청소년전화,1388,복지로,의료
